# Simulation 3 (Up to date),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 698 data points written for 54 variables.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral a c celeration (m/s²),L atitude (°),L ongitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
10.931,373.1,1.924,-9.8065,1.9255,9.8065,-0.57927,-0.008255,0.57933,-179.18,0.076417,0.0056896,28.61,-80.6,9.791,1.2996,0,1.0495,0.0020148,227.49,0,0.011396,3.23E-04,60.27,45.5,2.954,0.0056813,88516,0,0.0035365,0.81786,0.82194,0.38416,0.3137,0.12,0.29992,0.87424,1.45E-04,0,0,0,0,0.011553,2.47E-04,5,19.635,89.025,-179.25,NaN,12.575,969.49,338.92,0.05,0.076365
10.981,373.18,1.4338,-9.8,1.4359,9.8,-0.58309,-0.0083065,0.58315,-179.18,0.076151,0.0049209,28.61,-80.6,9.791,2.0116,0,1.0936,0.0019178,227.49,0,0.011396,3.23E-04,60.076,45.5,2.9151,0.0042366,66006,0,0.002055,0.84908,0.85894,0.41539,0.31369,0.12,0.47002,1.3474,1.73E-05,0,0,0,0,0.02256,1.84E-04,5,19.635,88.972,-179.26,NaN,12.574,969.48,338.92,0.05,0.07664
11.031,373.24,0.94397,-9.7952,0.94702,9.7952,-0.58689,-0.0083579,0.58695,-179.18,0.075931,0.0038134,28.61,-80.6,9.791,3.5147,0,1.1295,0.0018124,227.49,0,0.011396,3.23E-04,59.682,45.5,2.8364,0.0027942,43534,0,9.68E-04,0.90034,0.9302,0.46664,0.31369,0.12,0.84254,2.3403,-3.05E-04,0,0,0,0,0.049611,1.21E-04,5,19.635,88.916,-179.26,NaN,12.574,969.48,338.92,0.05,0.076917
11.081,373.28,0.45429,-9.7922,0.46057,9.7922,-0.59068,-0.0084092,0.59074,-179.18,0.075776,0.0022996,28.61,-80.6,9.791,8.3285,0,1.1538,0.0017065,227.49,0,0.011396,3.23E-04,58.561,45.5,2.6121,0.0013589,21172,0,2.86E-04,1.0146,1.1622,0.58093,0.31369,0.12,2.1563,5.5803,4.02E-04,0,0,0,0,0.05177,5.93E-05,5,19.635,88.859,-179.26,NaN,12.574,969.47,338.92,0.05,0.077186
11.131,373.29,-0.035278,-9.791,0.083525,9.791,-0.59447,-0.0084604,0.59453,-179.18,0.075709,2.05E-04,28.61,-80.6,9.791,113.79,0,1.1629,0.0016022,227.49,0,0.011396,3.23E-04,63.429,45.5,3.5857,2.46E-04,3839.6,0,-1.30E-06,1.1838,-0.1609,0.75014,0.31369,0.12,5.6425,10.093,1.48E-04,0,0,0,0,0.052587,1.19E-05,5,19.635,88.801,-179.26,NaN,12.574,969.47,338.92,0.05,0.07748
11.181,373.27,-0.52479,-9.7892,0.53021,9.7892,-0.59825,-0.0085116,0.59831,-179.18,0.075594,0.0059673,28.61,-80.6,9.791,170.55,0,1.1846,0.0015046,227.49,0,0.011396,3.23E-04,65.887,45.5,4.0774,0.0015644,24373,0,-3.79E-04,0.98922,-1.1625,0.55553,0.31369,0.12,4.1409,14.747,-3.73E-04,0,0,0,0,0.05457,6.80E-05,5,19.635,88.742,-179.27,NaN,12.574,969.47,338.92,0.05,0.078612
11.231,373.23,-1.0142,-9.7855,1.0169,9.7855,-0.60202,-0.0085626,0.60208,-179.19,0.074955,0.02114,28.61,-80.6,9.791,174.45,0,1.3201,0.0014077,227.49,0,0.011396,3.23E-04,66.04,45.5,4.108,0.0030005,46748,0,-0.0011493,0.89091,-0.9577,0.45722,0.31369,0.12,4.0058,15.155,3.48E-04,0,0,0,0,0.065528,1.30E-04,5,19.635,88.68,-179.27,NaN,12.574,969.48,338.92,0.05,0.078945
11.281,373.17,-1.5033,-9.7797,1.5051,9.7798,-0.60573,-0.0086128,0.60579,-179.19,0.073324,0.045675,28.61,-80.6,9.791,175.81,0,1.6784,0.0012989,227.49,0,0.011396,3.23E-04,66.092,45.5,4.1184,0.0044409,69189,0,-0.0023194,0.84382,-0.8823,0.41012,0.31369,0.12,3.9586,15.319,-1.52E-04,0,0,0,0,0.048361,1.93E-04,5,19.635,88.607,-179.27,NaN,12.574,969.48,338.92,0.05,0.079229
11.331,373.08,-1.9921,-9.7719,1.9933,9.7722,-0.60933,-0.0086616,0.60939,-179.19,0.070232,0.079549,28.61,-80.6,9.791,176.49,0,2.3684,0.0011736,227.49,0,0.011396,3.23E-04,66.118,45.5,4.1236,0.0058815,91634,0,-0.0038797,0.81441,-0.84139,0.38071,0.3137,0.12,3.9353,15.385,1.04E-04,0,0,0,0,0.054899,2.55E-04,5,19.635,88.507,-179.27,NaN,12.575,969.49,338.92,0.05,0.079512
11.381,372.97,-2.4805,-9.7619,2.4813,9.7627,-0.61272,-0.0087077,0.61278,-179.19,0.065214,0.12274,28.61,-80.6,9.791,176.86,0,3.4972,0.001001,227.49,0,0.011396,3.23E-04,66.132,45.5,4.1263,0.0073213,114068,0,-0.0058235,0.79363,-0.81504,0.35992,0.3137,0.12001,3.9226,15.403,4.62E-04,0,0,0,0,0.077248,3.18E-04,5,19.635,88.362,-179.27,NaN,12.576,969.51,338.92,0.05,0.079791
11.431,372.84,-2.9683,-9.7495,2.9688,9.7511,-0.61581,-0.0087497,0.61587,-179.19,0.057803,0.17524,28.61,-80.6,9.791,177.03,0,5.1692,7.78E-04,227.49,0,0.011396,3.23E-04,66.138,45.5,4.1276,0.0087596,136480,0,-0.008149,0.77785,-0.7967,0.34414,0.3137,0.12001,3.9167,15.381,-2.98E-04,0,0,0,0,0.1179,3.80E-04,5,19.635,88.148,-179.27,NaN,12.577,969.52,338.92,0.05,0.080096
11.481,372.67,-3.4554,-9.7343,3.4557,9.7372,-0.61845,-0.008786,0.61851,-179.19,0.047534,0.23707,28.61,-80.6,9.791,177.05,0,7.4844,5.65E-04,227.49,0,0.011396,3.23E-04,66.139,45.5,4.1277,0.010196,158864,0,-0.010861,0.76529,-0.78367,0.33157,0.3137,0.12001,3.9167,15.318,8.89E-05,0,0,0,0,0.18242,4.42E-04,5,19.635,87.835,-179.27,NaN,12.578,969.54,338.92,0.05,0.080375
11.531,372.49,-3.9416,-9.7155,3.9418,9.7204,-0.6205,-0.0088146,0.62057,-179.19,0.033939,0.30831,28.61,-80.6,9.791,176.89,0,10.535,3.07E-04,227.49,0,0.011396,3.23E-04,66.133,45.5,4.1265,0.01163,181213,0,-0.013972,0.75496,-0.77487,0.32123,0.31371,0.12002,3.9226,15.206,4.81E-04,0,0,0,0,0.27778,5.05E-04,5,19.635,87.388,-179.26,NaN,12.579,969.56,338.92,0.05,0.080663
11.581,372.28,-4.4268,-9.692,4.4269,9.6998,-0.62178,-0.0088331,0.62185,-179.19,0.016545,0.38908,28.61,-80.6,9.791,176.55,0,14.402,7.01E-05,227.49,0,0.011396,3.23E-04,66.119,45.5,4.1237,0.013062,203517,0,-0.017515,0.74624,-0.77011,0.31251,0.31371,0.12002,3.9357,15.035,-1.21E-04,0,0,0,0,0.4116,5.67E-04,5,19.635,86.768,-179.26,NaN,12.58,969.59,338.92,0.046531,0.080945
11.628,372.06,-4.8772,-9.6644,4.8772,9.6759,-0.6221,-0.008839,0.62216,-179.19,0.0034786,0.47297,28.61,-80.6,9.791,176.04,0,18.791,-5.93E-05,227.49,0,0.011396,3.23E-04,66.098,45.5,4.1196,0.01439,224224,0,-0.02125,0.73923,-0.76974,0.30549,0.31371,0.12003,3.9556,14.814,-1.86E-05,0,0,0,0,0.57727,6.24E-04,5,19.635,85.999,-179.26,NaN,12.582,969.61,338.92,0.038906,0.08148
11.667,371.87,-5.2527,-9.6356,5.2527,9.6513,-0.62159,-0.0088338,0.62165,-179.19,0.023353,0.54971,28.61,-80.6,9.791,175.44,0,23.073,-1.86E-04,227.49,0,0.011396,3.23E-04,66.073,45.5,4.1146,0.015498,241491,0,-0.024755,0.73403,-0.77305,0.30028,0.31372,0.12003,3.9793,14.576,-3.79E-04,0,0,0,0,0.75032,6.73E-04,5,19.635,85.186,-179.26,NaN,12.583,969.64,338.92,0.03409,0.081984
11.701,371.68,-5.5806,-9.6049,5.5808,9.625,-0.62046,-0.0088203,0.62052,-179.19,0.043311,0.62199,28.61,-80.6,9.791,174.77,0,27.291,-1.82E-04,227.49,0,0.011396,3.23E-04,66.045,45.5,4.109,0.016466,256579,0,-0.028168,0.72988,-0.77924,0.29612,0.31372,0.12004,4.0064,14.324,1.56E-04,0,0,0,0,0.92998,7.15E-04,5,19.635,84.329,-179.26,NaN,12.584,969.66,338.92,0.030731,0.08255
11.732,371.51,-5.8753,-9.5718,5.8756,9.5967,-0.61882,-0.0088002,0.61889,-179.19,0.06348,0.69125,28.61,-80.6,9.791,174.05,0,31.468,-2.65E-04,227.49,0,0.011396,3.23E-04,66.014,45.5,4.1027,0.017336,270139,0,-0.03157,0.72642,-0.78789,0.29265,0.31373,0.12004,4.037,14.059,1.81E-04,0,0,0,0,1.1154,7.52E-04,5,19.635,83.427,-179.26,NaN,12.585,969.68,338.93,0.028246,0.082978
11.76,371.34,-6.1452,-9.5358,6.1458,9.5659,-0.61675,-0.0087743,0.61681,-179.18,0.083945,0.75841,28.61,-80.6,9.791,173.26,0,35.614,-2.97E-04,227.49,0,0.011396,3.23E-04,65.979,45.5,4.0957,0.018133,282561,0,-0.035014,0.72345,-0.79869,0.28968,0.31373,0.12004,4.071,13.783,1.50E-04,0,0,0,0,1.3059,7.87E-04,5,19.635,82.48,-179.26,NaN,12.586,969.7,338.93,0.026334,0.083301
11.786,371.17,-6.3958,-9.4966,6.3966,9.5323,-0.61427,-0.008743,0.61433,-179.18,0.10478,0.82409,28.61,-80.6,9.791,172.43,0,39.736,-3.71E-04,227.49,0,0.011396,3.23E-04,65.94,45.5,4.088,0.018873,294100,0,-0.038533,0.72084,-0.81135,0.28706,0.31373,0.12005,4.1088,13.497,-2.50E-04,0,0,0,0,1.5007,8.19E-04,5,19.635,81.488,-179.26,NaN,12.587,969.72,338.93,0.024824,0.08362
11.811,371.01,-6.631,-9.4538,6.6322,9.4955,-0.61141,-0.0087067,0.61147,-179.18,0.12603,0.88874,28.61,-80.6,9.791,171.54,0,43.84,-3.68E-04,227.49,0,0.011396,3.23E-04,65.898,45.5,4.0796,0.019568,304934,0,-0.042147,0.71852,-0.82553,0.28473,0.31373,0.12005,4.1507,13.201,1.44E-04,0,0,0,0,1.6992,8.49E-04,5,19.635,80.452,-179.26,NaN,12.588,969.74,338.93,0.023608,0.083936
11.835,370.85,-6.8537,-9.4072,6.8553,9.4554,-0.60818,-0.0086656,0.60824,-179.18,0.14776,0.95276,28.61,-80.6,9.791,170.6,0,47.929,-3.55E-04,227.49,0,0.011396,3.23E-04,65.852,45.5,4.0703,0.020226,315193,0,-0.045864,0.71642,-0.84081,0.28263,0.31374,0.12005,4.1969,12.896,4.06E-04,0,0,0,0,1.9009,8.78E-04,5,19.635,79.369,-179.26,NaN,12.589,969.76,338.93,0.022619,0.084199
11.857,370.69,-7.0659,-9.3566,7.0679,9.4116,-0.60459,-0.0086198,0.60465,-179.18,0.17003,1.0165,28.61,-80.6,9.791,169.62,0,52.004,-3.42E-04,227.49,0,0.011396,3.23E-04,65.801,45.5,4.0602,0.020854,324976,0,-0.049676,0.7145,-0.8567,0.2807,0.31374,0.12006,4.248,12.583,-2.32E-04,0,0,0,0,2.1053,9.05E-04,5,19.635,78.239,-179.26,NaN,12.59,969.77,338.93,0.021807,0.084498
11.879,370.54,-7.2693,-9.3015,7.2719,9.364,-0.60063,-0.0085692,0.60069,-179.18,0.19289,1.0802,28.61,-80.6,9.791,168.58,0,56.068,-3.32E-04,227.49,0,0.011396,3.23E-04,65.746,45.5,4.0491,0.021455,334358,0,-0.053559,0.71273,-0.87255,0.27892,0.31374,0.12006,4.3044,12.262,-4.96E-04,0,0,0,0,2.3118,9.31E-04,5,19.635,77.061,-179.26,NaN,12.592,969.79,338.93,0.02114,0.084832
11.9,370.38,-7.4654,-9.2419,7.4685,9.3125,-0.59631,-0.0085138,0.59637,-179.18,0.21639,1.1442,28.61,-80.6,9.791,167.49,0,60.122,-3.91E-04,227.49,0,0.011396,3.23E-04,65.685,45.5,4.037,0.022035,343402,0,-0.057468,0.71108,-0.88758,0.27727,0.31375,0.12006,4.3668,11.933,-4.24E-04,0,0,0,0,2.5202,9.57E-04,5,19.635,75.833,-179.26,NaN,12.593,969.81,338.93,0.020594,0.085226
11.921,370.23,-7.655,-9.1776,7.6588,9.2568,-0.5916,-0.0084534,0.59167,-179.18,0.24062,1.2088,28.61,-80.6,9.791,166.35,0,64.168,-4.16E-04,227.49,0,0.011396,3.23E-04,65.619,45.5,4.0238,0.022597,352157,0,-0.061337,0.70955,-0.90083,0.27573,0.31375,0.12007,4.4356,11.598,3.65E-04,0,0,0,0,2.7298,9.81E-04,5,19.635,74.553,-179.26,NaN,12.594,969.83,338.93,0.020149,0.085554
11.941,370.07,-7.8393,-9.1083,7.8438,9.197,-0.58651,-0.0083878,0.58657,-179.18,0.26563,1.2745,28.61,-80.6,9.791,165.16,0,68.204,-3.67E-04,227.49,0,0.011396,3.23E-04,65.547,45.5,4.0093,0.023143,360666,0,-0.06507,0.7081,-0.91111,0.27428,0.31375,0.12007,4.5117,11.255,9.42E-05,0,0,0,0,2.9403,0.0010047,5,19.635,73.22,-179.26,NaN,12.595,969.85,338.93,0.019795,0.085833
11.961,369.91,-8.0188,-9.034,8.0241,9.133,-0.581,-0.0083169,0.58106,-179.18,0.29152,1.3417,28.61,-80.6,9.791,163.91,0,72.233,-3.53E-04,227.49,0,0.011396,3.23E-04,65.467,45.5,3.9933,0.023675,368964,0,-0.068538,0.70673,-0.91699,0.27291,0.31375,0.12007,4.5958,10.905,-2.01E-04,0,0,0,0,3.1514,0.0010278,5,19.635,71.83,-179.26,NaN,12.596,969.87,338.93,0.019522,0.086097
11.98,369.75,-8.1944,-8.9544,8.2006,9.0649,-0.57505,-0.0082402,0.5751,-179.18,0.31838,1.411,28.61,-80.6,9.791,162.61,0,76.255,-3.14E-04,227.49,0,0.011396,3.23E-04,65.38,45.5,3.9759,0.024195,377083,0,-0.07158,0.70544,-0.91691,0.2716,0.31376,0.12008,4.6889,10.548,-7.25E-05,0,0,0,0,3.3625,0.0010505,5,19.635,70.38,-179.26,NaN,12.597,969.88,338.93,0.019322,0.086363
11.999,369.59,-8.3666,-8.8684,8.3738,8.9915,-0.56863,-0.0081575,0.56868,-179.18,0.34634,1.4827,28.61,-80.6,9.791,161.24,0,80.27,-2.67E-04,227.49,0,0.011396,3.23E-04,65.284,45.5,3.9568,0.024706,385052,0,-0.074267,0.7042,-0.91236,0.27036,0.31376,0.12008,4.7918,10.185,-6.82E-05,0,0,0,0,3.5734,0.0010727,5,19.635,68.868,-179.26,NaN,12.598,969.9,338.93,0.019192,0.086681
12.019,369.43,-8.5359,-8.7748,8.5442,8.9119,-0.5617,-0.0080681,0.56176,-179.18,0.3755,1.557,28.61,-80.6,9.791,159.81,0,84.278,-2.90E-04,227.49,0,0.011396,3.23E-04,65.179,45.5,3.9357,0.025209,392893,0,-0.076616,0.70301,-0.90403,0.26917,0.31376,0.12008,4.9058,9.8157,4.39E-04,0,0,0,0,3.7836,0.0010946,5,19.635,67.289,-179.26,NaN,12.599,969.92,338.93,0.019128,0.086956
12.038,369.27,-8.7028,-8.6724,8.7123,8.8251,-0.55423,-0.0079717,0.55429,-179.18,0.40601,1.6343,28.61,-80.6,9.791,158.31,0,88.279,-4.09E-04,227.49,0,0.011396,3.23E-04,65.063,45.5,3.9126,0.025705,400628,0,-0.078577,0.70187,-0.89173,0.26802,0.31376,0.12009,5.0321,9.4396,-1.46E-04,0,0,0,0,3.9927,0.0011162,5,19.635,65.639,-179.26,NaN,12.6,969.94,338.93,0.019129,0.087219
12.057,369.1,-8.8677,-8.56,8.8785,8.73,-0.54616,-0.0078674,0.54622,-179.17,0.43804,1.7149,28.61,-80.6,9.791,156.74,0,92.272,-3.39E-04,227.49,0,0.011396,3.23E-04,64.936,45.5,3.8872,0.026195,408275,0,-0.080098,0.70078,-0.87526,0.26692,0.31377,0.12009,5.1719,9.0561,4.93E-04,0,0,0,0,4.2004,0.0011376,5,19.635,63.912,-179.26,NaN,12.601,969.96,338.94,0.0192,0.087479
12.076,368.93,-9.0308,-8.4357,9.0431,8.6255,-0.53743,-0.0077546,0.53749,-179.17,0.47177,1.7991,28.61,-80.6,9.791,155.09,0,96.259,-3.28E-04,227.49,0,0.011396,3.23E-04,64.797,45.5,3.8593,0.026681,415853,0,-0.081123,0.69972,-0.85447,0.26585,0.31377,0.12009,5.3269,8.6671,-4.13E-04,0,0,0,0,4.4062,0.0011587,5,19.635,62.102,-179.26,NaN,12.602,969.98,338.94,0.019337,0.08778
12.095,368.75,-9.1926,-8.2978,9.2066,8.5097,-0.52797,-0.0076322,0.52802,-179.17,0.50741,1.8871,28.61,-80.6,9.791,153.36,0,100.24,-2.72E-04,227.49,0,0.011396,3.23E-04,64.643,45.5,3.8285,0.027163,423377,0,-0.081597,0.69869,-0.82919,0.26482,0.31377,0.1201,5.4988,8.2707,-2.35E-04,0,0,0,0,4.6099,0.0011798,5,19.635,60.202,-179.26,NaN,12.603,970,338.94,0.01955,0.088052
12.115,368.57,-9.3534,-8.1438,9.3693,8.3808,-0.51768,-0.0074991,0.51774,-179.17,0.54519,1.9788,28.61,-80.6,9.791,151.54,0,104.21,-2.97E-04,227.49,0,0.011396,3.23E-04,64.473,45.5,3.7946,0.027643,430862,0,-0.08146,0.69769,-0.7993,0.26382,0.31378,0.1201,5.6894,7.8671,-1.42E-04,0,0,0,0,4.8109,0.0012007,5,19.635,58.204,-179.26,NaN,12.604,970.02,338.94,0.019845,0.088328
12.135,368.38,-9.5133,-7.9708,9.5313,8.2362,-0.50647,-0.0073539,0.50652,-179.17,0.5854,2.0742,28.61,-80.6,9.791,149.62,0,108.17,-4.39E-04,227.49,0,0.011396,3.23E-04,64.286,45.5,3.7572,0.028121,438321,0,-0.080652,0.69672,-0.76467,0.26284,0.31378,0.1201,5.9009,7.4566,1.17E-04,0,0,0,0,5.009,0.0012216,5,19.635,56.096,-179.26,NaN,12.606,970.04,338.94,0.020232,0.088604
12.155,368.19,-9.6726,-7.7754,9.693,8.0732,-0.49419,-0.007195,0.49424,-179.17,0.62836,2.1724,28.61,-80.6,9.791,147.58,0,112.13,-3.84E-04,227.49,0,0.011396,3.23E-04,64.08,45.5,3.7159,0.028598,445765,0,-0.079112,0.69577,-0.72524,0.26188,0.31378,0.12011,6.1356,7.0385,2.03E-04,0,0,0,0,5.2038,0.0012424,5,19.635,53.867,-179.26,NaN,12.607,970.07,338.94,0.020724,0.088899
12.176,367.99,-9.8315,-7.5535,9.8546,7.8879,-0.4807,-0.0070202,0.48075,-179.16,0.67442,2.2724,28.61,-80.6,9.791,145.43,0,116.07,-4.01E-04,227.49,0,0.011396,3.23E-04,63.852,45.5,3.6703,0.029075,453203,0,-0.076778,0.69485,-0.68093,0.26095,0.31379,0.12011,6.3964,6.6122,-4.59E-04,0,0,0,0,5.3949,0.0012632,5,19.635,51.503,-179.26,NaN,12.608,970.09,338.94,0.021342,0.089179
12.197,367.77,-9.9901,-7.3002,10.016,7.6759,-0.46578,-0.0068269,0.46583,-179.16,0.72399,2.3722,28.61,-80.6,9.791,143.13,0,120,-1.93E-04,227.49,0,0.011396,3.23E-04,63.599,45.5,3.6198,0.029552,460645,0,-0.07359,0.69394,-0.63175,0.26004,0.31379,0.12011,6.6862,6.1765,-1.21E-04,0,0,0,0,5.5819,0.0012841,5,19.635,48.983,-179.26,NaN,12.609,970.12,338.94,0.022116,0.089463
12.219,367.55,-10.148,-7.0095,10.178,7.4315,-0.44918,-0.0066117,0.44923,-179.16,0.77754,2.4686,28.61,-80.6,9.791,140.67,0,123.92,-3.24E-04,227.49,0,0.011396,3.23E-04,63.32,45.5,3.5639,0.030029,468096,0,-0.06949,0.69305,-0.57772,0.25914,0.31379,0.12012,7.0085,5.7321,1.68E-04,0,0,0,0,5.7646,0.001305,5,19.635,46.286,-179.26,NaN,12.611,970.14,338.94,0.023078,0.089774
12.242,367.32,-10.306,-6.6746,10.34,7.1476,-0.43057,-0.0063704,0.43062,-179.15,0.83556,2.5568,28.61,-80.6,9.791,138.02,0,127.82,-3.78E-04,227.49,0,0.011396,3.23E-04,63.01,45.5,3.502,0.030507,475557,0,-0.064428,0.69218,-0.51897,0.25827,0.31379,0.12012,7.3671,5.2772,8.94E-05,0,0,0,0,5.9426,0.0013259,5,19.635,43.38,-179.26,NaN,12.612,970.17,338.94,0.02347,0.090049
12.266,367.07,-10.459,-6.3009,10.497,6.8267,-0.41025,-0.0061069,0.4103,-179.15,0.89644,2.6273,28.61,-80.6,9.791,135.23,-2.91E-07,131.58,-3.72E-04,227.49,0,0.011396,3.23E-04,62.677,45.5,3.4354,0.03097,482781,0,-0.058579,0.69136,-0.45785,0.25743,0.3138,0.12012,7.7526,4.8264,-1.57E-04,0,0,0,0,6.1102,0.0013462,5,19.635,40.336,-179.26,NaN,12.614,970.2,338.94,0.0228,0.090325
12.289,366.83,-10.598,-5.9073,10.641,6.4828,-0.38913,-0.0058328,0.38917,-179.14,0.95688,2.6703,28.61,-80.6,9.791,132.46,-2.96E-07,135.01,-2.45E-04,227.49,0,0.011396,3.23E-04,62.34,45.5,3.3679,0.031395,489413,0,-0.052369,0.69061,-0.3983,0.25668,0.3138,0.12013,8.1439,4.4023,3.60E-05,0,0,0,0,6.26,0.0013649,5,19.635,37.296,-179.26,NaN,12.616,970.23,338.94,0.022221,0.090632
12.311,366.6,-10.725,-5.4978,10.773,6.1168,-0.36721,-0.0055483,0.36725,-179.13,1.0164,2.6814,28.61,-80.6,9.7911,129.68,-3.29E-07,138.13,-2.02E-04,227.49,0,0.011396,3.23E-04,62,45.5,3.2999,0.031783,495480,0,-0.04598,0.68994,-0.3412,0.25601,0.3138,0.12013,8.5371,4.0037,-2.31E-04,0,0,0,0,6.3938,0.001382,5,19.635,34.261,-179.26,NaN,12.617,970.25,338.94,0.021718,0.090911
12.333,366.36,-10.84,-5.0771,10.893,5.73,-0.3445,-0.0052536,0.34454,-179.13,1.0744,2.6562,28.61,-80.6,9.7911,126.89,-3.06E-07,140.97,-2.24E-04,227.49,0,0.011396,3.23E-04,61.659,45.5,3.2317,0.032137,501005,0,-0.039582,0.68934,-0.28728,0.2554,0.31381,0.12013,8.9283,3.6294,2.78E-04,0,0,0,0,6.5134,0.0013976,5,19.635,31.23,-179.26,NaN,12.619,970.28,338.95,0.021281,0.091206
12.354,366.13,-10.943,-4.6511,11.001,5.3243,-0.32104,-0.004949,0.32108,-179.12,1.1304,2.5915,28.61,-80.6,9.7911,124.1,0,143.54,-2.59E-04,227.49,0,0.011396,3.23E-04,61.32,45.5,3.164,0.032457,506011,0,-0.033334,0.68881,-0.23718,0.25486,0.31381,0.12014,9.3135,3.2798,-2.89E-04,0,0,0,0,6.6203,0.0014118,5,19.635,28.202,-179.26,NaN,12.62,970.31,338.95,0.0209,0.091486
12.375,365.9,-11.036,-4.2261,11.099,4.9023,-0.29686,-0.0046351,0.2969,-179.11,1.1835,2.4845,28.61,-80.6,9.7911,121.3,0,145.86,-2.48E-04,227.49,0,0.011396,3.23E-04,60.985,45.5,3.097,0.032746,510520,0,-0.02738,0.68833,-0.19139,0.25438,0.31381,0.12014,9.6885,2.954,-8.90E-05,0,0,0,0,6.7162,0.0014245,5,19.635,25.178,-179.26,NaN,12.622,970.34,338.95,0.020568,0.091758
12.395,365.67,-11.118,-3.8092,11.187,4.4672,-0.27201,-0.0043123,0.27204,-179.09,1.2331,2.3336,28.61,-80.6,9.7911,118.48,0,147.95,-3.18E-04,227.49,0,0.011396,3.23E-04,60.656,45.5,3.0311,0.033004,514555,0,-0.021846,0.68791,-0.15032,0.25396,0.31381,0.12014,10.049,2.6517,2.75E-04,0,0,0,0,6.8022,0.001436,5,19.635,22.156,-179.26,NaN,12.623,970.36,338.95,0.020277,0.092032
12.416,365.45,-11.192,-3.4074,11.264,4.0228,-0.24654,-0.0039814,0.24657,-179.07,1.2785,2.1383,28.61,-80.6,9.7911,115.65,0,149.82,-4.50E-04,227.49,0,0.011396,3.23E-04,60.334,45.5,2.9667,0.033233,518142,0,-0.016838,0.68754,-0.11427,0.25358,0.31381,0.12014,10.392,2.3743,6.50E-05,0,0,0,0,6.8795,0.0014461,5,19.635,19.137,-179.26,NaN,12.625,970.39,338.95,0.020024,0.092322
12.436,365.22,-11.256,-3.028,11.333,3.5743,-0.22053,-0.0036435,0.22056,-179.05,1.319,1.8991,28.61,-80.6,9.7911,112.8,-2.93E-07,151.5,-4.54E-04,227.49,0,0.011396,3.23E-04,60.021,45.5,2.9041,0.033436,521308,0,-0.012441,0.68722,-0.083405,0.25325,0.31382,0.12015,10.713,2.1208,-2.54E-04,0,0,0,0,6.9493,0.0014551,5,19.635,16.12,-179.25,NaN,12.626,970.42,338.95,0.019802,0.092587
12.455,365,-11.312,-2.6779,11.393,3.1288,-0.19405,-0.0032996,0.19408,-179.03,1.3539,1.618,28.61,-80.6,9.7911,109.93,-3.00E-07,152.99,-3.14E-04,227.49,0,0.011396,3.23E-04,59.718,45.5,2.8436,0.033613,524084,0,-0.0087138,0.68693,-0.057801,0.25297,0.31382,0.12015,11.008,1.8904,2.13E-04,0,0,0,0,7.0126,0.001463,5,19.635,13.105,-179.25,NaN,12.628,970.44,338.95,0.019609,0.092854
12.475,364.78,-11.362,-2.3637,11.446,2.6966,-0.16722,-0.0029509,0.16724,-178.99,1.3826,1.2979,28.61,-80.6,9.7911,107.03,-2.94E-07,154.33,-5.16E-04,227.49,0,0.011396,3.23E-04,59.426,45.5,2.7852,0.033768,526506,0,-0.0056901,0.68669,-0.037399,0.25272,0.31382,0.12015,11.273,1.6862,-2.18E-06,0,0,0,0,7.0701,0.0014699,5,19.635,10.091,-179.25,NaN,12.629,970.47,338.95,0.019439,0.093147
12.494,364.55,-11.405,-2.0912,11.491,2.2939,-0.14012,-0.0025987,0.14014,-178.94,1.4044,0.94281,28.61,-80.6,9.7911,104.1,-3.03E-07,155.52,-5.57E-04,227.49,0,0.011396,3.23E-04,59.147,45.5,2.7293,0.033902,528612,0,-0.0033732,0.68648,-0.021994,0.25251,0.31382,0.12015,11.507,1.5055,-1.97E-04,0,0,0,0,7.1227,0.0014758,5,19.635,7.0795,-179.25,NaN,12.63,970.49,338.95,0.019291,0.093468
