# Simulation 3 (Up to date),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 698 data points written for 54 variables.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral a c celeration (m/s²),L atitude (°),L ongitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
13.397,352.55,-16.214,-7.2777,16.27,8.4022,0.38705,0.0042542,0.38707,0.62974,1.3537,4.1992,28.61,-80.6,9.7911,12.738,-5.46E-07,92.092,-5.27E-04,227.49,0,0.011396,3.23E-04,57.699,45.5,2.4398,0.047995,749175,0,0.25803,0.66906,0.83826,0.23482,0.31395,0.1203,3.517,7.3347,-3.25E-05,0,0,0,0,1.2459,0.0020865,5,19.635,-72.489,0.74486,NaN,12.708,971.9,339,0.0070475,0.12362
13.404,352.44,-16.266,-7.419,16.324,8.4033,0.39669,0.0043795,0.39671,0.63253,1.3824,3.9464,28.61,-80.6,9.7911,11.99,-5.42E-07,95.942,-4.67E-04,227.49,0,0.011396,3.23E-04,57.836,45.5,2.4671,0.048154,751669,0,0.25644,0.66891,0.82757,0.23466,0.31395,0.1203,3.2762,6.739,-3.72E-04,0,0,0,0,1.3433,0.0020935,5,19.635,-73.152,0.74487,NaN,12.709,971.92,339,0.0076197,0.1239
13.411,352.31,-16.323,-7.5706,16.384,8.411,0.40733,0.0045179,0.40736,0.63546,1.4114,3.665,28.61,-80.6,9.7911,11.16,-5.27E-07,99.763,-4.70E-04,227.49,0,0.011396,3.23E-04,57.992,45.5,2.4984,0.048329,754411,0,0.25426,0.66874,0.8146,0.23448,0.31395,0.1203,3.0138,6.0871,-3.44E-04,0,0,0,0,1.4419,0.0021013,5,19.635,-73.898,0.74487,NaN,12.71,971.93,339,0.0083746,0.12418
13.42,352.17,-16.387,-7.7338,16.45,8.4271,0.41928,0.0046731,0.4193,0.63857,1.4408,3.3472,28.61,-80.6,9.7911,10.226,-5.20E-07,103.54,-3.98E-04,227.49,0,0.011396,3.23E-04,58.174,45.5,2.5347,0.048525,757476,0,0.25141,0.66855,0.79895,0.23429,0.31395,0.12031,2.7244,5.3652,1.63E-05,0,0,0,0,1.5407,0.0021099,5,19.635,-74.749,0.74488,NaN,12.711,971.95,339,0.0094248,0.12456
13.429,352.02,-16.461,-7.9107,16.526,8.4537,0.433,0.0048515,0.43303,0.64194,1.4706,2.9811,28.61,-80.6,9.7911,9.1515,-5.02E-07,107.25,-4.07E-04,227.49,0,0.011396,3.23E-04,58.391,45.5,2.5782,0.048749,760989,0,0.24775,0.66833,0.78008,0.23407,0.31395,0.12031,2.3998,4.5491,2.04E-04,0,0,0,0,1.638,0.0021197,5,19.635,-75.743,0.74489,NaN,12.712,971.96,339,0.011013,0.12489
13.44,351.84,-16.549,-8.1046,16.617,8.4947,0.44937,0.0050643,0.44939,0.64568,1.501,2.5447,28.61,-80.6,9.7911,7.8722,-4.99E-07,110.85,-4.45E-04,227.49,0,0.011396,3.23E-04,58.661,45.5,2.6322,0.049016,765171,0,0.24313,0.66808,0.75721,0.23381,0.31396,0.12031,2.0247,3.5986,2.32E-04,0,0,0,0,1.7308,0.0021314,5,19.635,-76.945,0.74491,NaN,12.713,971.99,339,0.013771,0.12517
13.454,351.61,-16.662,-8.3215,16.732,8.5566,0.47026,0.0053359,0.47029,0.65009,1.5323,1.9919,28.61,-80.6,9.7911,6.2495,-4.87E-07,114.22,-7.03E-04,227.49,0,0.011396,3.23E-04,59.023,45.5,2.7046,0.049357,770504,0,0.23737,0.66775,0.72907,0.23348,0.31396,0.12032,1.5672,2.4262,-3.54E-04,0,0,0,0,1.8122,0.0021464,5,19.635,-78.496,0.74493,NaN,12.715,972.01,339,0.020143,0.12551
13.474,351.27,-16.832,-8.5741,16.905,8.6555,0.50147,0.0057417,0.5015,0.65599,1.5643,1.1843,28.61,-80.6,9.7911,3.8625,-5.01E-07,116.87,-3.50E-04,227.49,0,0.011396,3.23E-04,59.597,45.5,2.8193,0.049866,778470,0,0.2305,0.66727,0.69358,0.23299,0.31397,0.12032,0.93168,0.76854,-8.77E-05,0,0,0,0,1.8586,0.0021686,5,19.635,-80.828,0.74496,NaN,12.717,972.05,339.01,0.02567,0.12578
13.5,350.84,-17.055,-8.7627,17.128,8.7648,0.5419,0.0062674,0.54194,0.66262,1.5818,0.19191,28.61,-80.6,9.7911,0.87047,-4.88E-07,116.35,-7.59E-04,227.49,0,0.011396,3.23E-04,60.393,45.5,2.9785,0.050525,788790,0,0.22799,0.6667,0.66822,0.23236,0.314,0.12033,0.19946,-1.2007,-2.16E-04,0,0,0,0,1.7946,0.0021972,5,19.635,-83.831,0.74501,NaN,12.72,972.1,339.01,0.025783,0.12606
13.526,350.39,-17.282,-8.7959,17.353,8.8294,0.58264,0.0067971,0.58268,0.66839,1.5745,0.76871,28.61,-80.6,9.7911,1.9842,-5.99E-07,-111.64,1.13E-04,227.49,0,0.011396,3.23E-04,60.086,45.5,2.9172,0.051188,799183,0,0.23594,0.66613,0.67366,0.23174,0.31405,0.12034,0.46361,2.9614,4.83E-04,0,0,0,0,-1.6094,0.002226,5,19.635,-86.779,0.74501,NaN,12.722,972.15,339.01,0.015341,0.12636
13.541,350.13,-17.416,-8.7514,17.486,8.8573,0.60668,0.0071097,0.60672,0.67142,1.5581,1.3656,28.61,-80.6,9.7911,3.5693,-6.07E-07,-106.96,1.06E-04,227.49,0,0.011396,3.23E-04,59.671,45.5,2.8342,0.051579,805308,0,0.24485,0.6658,0.68852,0.23138,0.31407,0.12035,0.85678,3.883,-1.90E-04,0,0,0,0,-1.4552,0.0022429,5,19.635,-88.457,0.74485,NaN,12.724,972.19,339.01,0.011523,0.12665
13.552,349.93,-17.517,-8.6909,17.584,8.8788,0.62453,0.0073419,0.62457,0.67353,1.5398,1.8169,28.61,-80.6,9.7911,4.6887,-5.40E-07,-102.61,7.92E-05,227.49,0,0.011396,3.23E-04,59.393,45.5,2.7785,0.05187,809858,0,0.25274,0.66556,0.70275,0.23112,0.31409,0.12035,1.1466,4.51,-4.92E-04,0,0,0,0,-1.3242,0.0022554,5,19.635,-89.665,0.74379,NaN,12.725,972.21,339.01,0.0098097,0.12692
13.562,349.75,-17.602,-8.6238,17.667,8.8992,0.63954,0.0075371,0.63959,0.67521,1.5201,2.1971,28.61,-80.6,9.7911,5.5872,-4.94E-07,-98.371,2.17E-04,227.49,0,0.011396,3.23E-04,59.178,45.5,2.7355,0.052114,813687,0,0.2599,0.66536,0.71587,0.2309,0.31411,0.12035,1.3864,4.9982,-4.96E-04,0,0,0,0,-1.2056,0.0022659,5,19.635,-89.349,-179.25,NaN,12.727,972.23,339.01,0.0087686,0.12719
13.571,349.6,-17.677,-8.5536,17.741,8.92,0.65278,0.0077093,0.65283,0.67663,1.4994,2.5303,28.61,-80.6,9.7911,6.344,-5.13E-07,-94.191,2.21E-04,227.49,0,0.011396,3.23E-04,59.002,45.5,2.7003,0.05233,817072,0,0.26643,0.66518,0.72781,0.2307,0.31412,0.12036,1.5933,5.3987,-1.50E-04,0,0,0,0,-1.0962,0.0022752,5,19.635,-88.504,-179.25,NaN,12.728,972.25,339.01,0.008051,0.12747
13.579,349.46,-17.746,-8.4823,17.807,8.9412,0.66477,0.0078652,0.66481,0.67787,1.4778,2.8279,28.61,-80.6,9.7911,6.9981,-5.31E-07,-90.048,1.16E-04,227.49,0,0.011396,3.23E-04,58.854,45.5,2.6707,0.052526,820146,0,0.27242,0.66502,0.73861,0.23053,0.31414,0.12036,1.7758,5.7375,4.87E-04,0,0,0,0,-0.99445,0.0022836,5,19.635,-87.762,-179.25,NaN,12.729,972.26,339.01,0.0075191,0.12774
13.587,349.32,-17.809,-8.4111,17.869,8.963,0.67579,0.0080087,0.67584,0.67897,1.4555,3.0967,28.61,-80.6,9.7911,7.5717,-5.50E-07,-85.932,1.25E-04,227.49,0,0.011396,3.23E-04,58.727,45.5,2.6454,0.052708,822985,0,0.27792,0.66488,0.74833,0.23037,0.31415,0.12036,1.9386,6.0276,1.52E-04,0,0,0,0,-0.89939,0.0022914,5,19.635,-87.101,-179.25,NaN,12.729,972.28,339.01,0.007108,0.12802
13.594,349.2,-17.869,-8.3408,17.926,8.9851,0.68606,0.0081422,0.68611,0.67996,1.4326,3.3411,28.61,-80.6,9.7911,8.0797,-5.54E-07,-81.834,5.20E-05,227.49,0,0.011396,3.23E-04,58.617,45.5,2.6234,0.052877,825642,0,0.28298,0.66474,0.75706,0.23022,0.31416,0.12036,2.0848,6.2801,5.13E-05,0,0,0,0,-0.81042,0.0022986,5,19.635,-86.504,-179.25,NaN,12.73,972.3,339.01,0.0067783,0.1283
13.601,349.08,-17.925,-8.2721,17.98,9.0072,0.69569,0.0082675,0.69574,0.68086,1.4092,3.5641,28.61,-80.6,9.7911,8.5319,-5.43E-07,-77.75,1.39E-04,227.49,0,0.011396,3.23E-04,58.521,45.5,2.6041,0.053037,828150,0,0.28763,0.66461,0.76486,0.23007,0.31417,0.12037,2.2167,6.4996,1.31E-04,0,0,0,0,-0.72715,0.0023055,5,19.635,-85.963,-179.25,NaN,12.731,972.31,339.01,0.0065099,0.12857
13.607,348.96,-17.979,-8.2053,18.032,9.0291,0.70479,0.0083858,0.70484,0.68169,1.3853,3.7679,28.61,-80.6,9.7911,8.9359,-5.41E-07,-73.678,2.31E-04,227.49,0,0.011396,3.23E-04,58.436,45.5,2.5872,0.053189,830535,0,0.29192,0.66449,0.77182,0.22994,0.31418,0.12037,2.3359,6.6926,4.97E-05,0,0,0,0,-0.64925,0.002312,5,19.635,-85.47,-179.25,NaN,12.732,972.32,339.01,0.0062859,0.12884
13.613,348.85,-18.03,-8.141,18.081,9.0505,0.71342,0.0084981,0.71347,0.68246,1.3611,3.9542,28.61,-80.6,9.7911,9.2971,-5.39E-07,-69.615,2.54E-04,227.49,0,0.011396,3.23E-04,58.362,45.5,2.5723,0.053335,832817,0,0.29588,0.66437,0.77801,0.22981,0.31419,0.12037,2.4435,6.8617,1.96E-04,0,0,0,0,-0.57646,0.0023182,5,19.635,-85.02,-179.25,NaN,12.733,972.34,339.01,0.0060975,0.12912
13.619,348.74,-18.08,-8.0792,18.129,9.0711,0.72164,0.008605,0.72169,0.68318,1.3364,4.1244,28.61,-80.6,9.7911,9.6199,-5.33E-07,-65.561,3.29E-04,227.49,0,0.011396,3.23E-04,58.296,45.5,2.5591,0.053475,835011,0,0.29953,0.66426,0.78348,0.22969,0.3142,0.12037,2.5405,7.0097,3.55E-04,0,0,0,0,-0.50859,0.0023242,5,19.635,-84.608,-179.25,NaN,12.733,972.35,339.02,0.0059375,0.12943
13.625,348.63,-18.127,-8.0204,18.175,9.0907,0.7295,0.0087073,0.72955,0.68385,1.3115,4.2795,28.61,-80.6,9.7911,9.9076,-5.33E-07,-61.513,2.08E-04,227.49,0,0.011396,3.23E-04,58.238,45.5,2.5475,0.05361,837130,0,0.3029,0.66416,0.7883,0.22957,0.31421,0.12037,2.6276,7.1389,-1.31E-04,0,0,0,0,-0.44546,0.00233,5,19.635,-84.23,-179.25,NaN,12.734,972.36,339.02,0.0058006,0.1297
13.631,348.52,-18.174,-7.9646,18.219,9.109,0.73704,0.0088053,0.73709,0.68448,1.2862,4.4204,28.61,-80.6,9.7911,10.163,-5.29E-07,-57.47,2.56E-04,227.49,0,0.011396,3.23E-04,58.187,45.5,2.5374,0.053741,839184,0,0.30602,0.66405,0.79252,0.22946,0.31422,0.12038,2.7054,7.2516,3.83E-04,0,0,0,0,-0.38695,0.0023356,5,19.635,-83.885,-179.25,NaN,12.735,972.37,339.02,0.0056825,0.12997
13.637,348.42,-18.219,-7.9121,18.262,9.1259,0.74427,0.0088995,0.74432,0.68507,1.2607,4.5477,28.61,-80.6,9.7911,10.388,-5.29E-07,-53.433,3.33E-04,227.49,0,0.011396,3.23E-04,58.143,45.5,2.5285,0.053869,841182,0,0.3089,0.66395,0.79619,0.22935,0.31423,0.12038,2.7746,7.3484,-4.62E-04,0,0,0,0,-0.33291,0.002341,5,19.635,-83.57,-179.25,NaN,12.735,972.39,339.02,0.0055812,0.13025
13.642,348.32,-18.263,-7.8629,18.305,9.1411,0.75124,0.0089901,0.75129,0.68563,1.235,4.662,28.61,-80.6,9.7911,10.586,-5.40E-07,-49.401,3.21E-04,227.49,0,0.011396,3.23E-04,58.104,45.5,2.5207,0.053993,843131,0,0.31156,0.66385,0.79935,0.22924,0.31424,0.12038,2.8353,7.4299,1.88E-04,0,0,0,0,-0.28326,0.0023463,5,19.635,-83.283,-179.25,NaN,12.736,972.4,339.02,0.0054945,0.13058
13.648,348.22,-18.306,-7.8173,18.346,9.1545,0.75795,0.0090774,0.758,0.68616,1.2091,4.7639,28.61,-80.6,9.7911,10.756,-5.44E-07,-45.373,4.64E-04,227.49,0,0.011396,3.23E-04,58.071,45.5,2.5141,0.054115,845037,0,0.31402,0.66376,0.80204,0.22914,0.31424,0.12038,2.8881,7.4992,1.45E-05,0,0,0,0,-0.23787,0.0023515,5,19.635,-83.023,-179.25,NaN,12.737,972.41,339.02,0.0054192,0.13086
13.653,348.12,-18.348,-7.7753,18.386,9.1659,0.76443,0.0091618,0.76449,0.68666,1.1831,4.8538,28.61,-80.6,9.7911,10.902,-5.43E-07,-41.349,4.29E-04,227.49,0,0.011396,3.23E-04,58.043,45.5,2.5085,0.054234,846908,0,0.3163,0.66367,0.80428,0.22903,0.31425,0.12038,2.9333,7.5547,-3.87E-04,0,0,0,0,-0.19668,0.0023566,5,19.635,-82.788,-179.25,NaN,12.737,972.42,339.02,0.0053557,0.13114
13.659,348.02,-18.39,-7.737,18.426,9.1752,0.7707,0.0092433,0.77075,0.68714,1.1569,4.9319,28.61,-80.6,9.7911,11.023,-5.55E-07,-37.328,4.65E-04,227.49,0,0.011396,3.23E-04,58.019,45.5,2.5038,0.054351,848747,0,0.31839,0.66358,0.80612,0.22893,0.31426,0.12038,2.971,7.5985,4.13E-04,0,0,0,0,-0.1596,0.0023616,5,19.635,-82.577,-179.25,NaN,12.738,972.43,339.02,0.0053018,0.13142
13.664,347.92,-18.431,-7.7024,18.465,9.1823,0.77676,0.0093222,0.77682,0.68759,1.1305,4.9987,28.61,-80.6,9.7911,11.12,-5.52E-07,-33.31,3.93E-04,227.49,0,0.011396,3.23E-04,58.001,45.5,2.5001,0.054467,850560,0,0.32033,0.66349,0.80757,0.22883,0.31427,0.12039,3.0016,7.6302,2.14E-05,0,0,0,0,-0.12655,0.0023665,5,19.635,-82.39,-179.25,NaN,12.739,972.44,339.02,0.0052573,0.13169
13.669,347.82,-18.471,-7.6718,18.504,9.1871,0.78263,0.0093986,0.78269,0.68803,1.1041,5.0543,28.61,-80.6,9.7911,11.196,-5.44E-07,-29.296,4.12E-04,227.49,0,0.011396,3.23E-04,57.986,45.5,2.4972,0.054581,852351,0,0.32211,0.6634,0.80866,0.22874,0.31428,0.12039,3.0252,7.6522,-1.55E-04,0,0,0,0,-0.097475,0.0023714,5,19.635,-82.225,-179.25,NaN,12.739,972.46,339.02,0.0052202,0.13196
13.674,347.73,-18.511,-7.645,18.542,9.1894,0.78833,0.0094727,0.78839,0.68844,1.0776,5.099,28.61,-80.6,9.7911,11.249,-5.50E-07,-25.284,4.31E-04,227.49,0,0.011396,3.23E-04,57.976,45.5,2.4952,0.054694,854124,0,0.32374,0.66331,0.80939,0.22864,0.31428,0.12039,3.0419,7.662,8.15E-05,0,0,0,0,-0.072309,0.0023762,5,19.635,-82.083,-179.25,NaN,12.74,972.47,339.02,0.0051919,0.13224
13.68,347.63,-18.551,-7.6222,18.58,9.1894,0.79385,0.0095446,0.79391,0.68884,1.051,5.1329,28.61,-80.6,9.7911,11.281,-5.53E-07,-21.276,4.66E-04,227.49,0,0.011396,3.23E-04,57.97,45.5,2.4939,0.054806,855883,0,0.32524,0.66323,0.80979,0.22855,0.31429,0.12039,3.0519,7.6621,4.31E-04,0,0,0,0,-0.050989,0.002381,5,19.635,-81.962,-179.25,NaN,12.74,972.48,339.02,0.0051706,0.13251
13.685,347.54,-18.59,-7.6033,18.618,9.1868,0.79922,0.0096144,0.79928,0.68922,1.0244,5.1562,28.61,-80.6,9.7911,11.292,-5.52E-07,-17.269,2.54E-04,227.49,0,0.011396,3.23E-04,57.968,45.5,2.4935,0.054918,857632,0,0.32659,0.66314,0.80986,0.22845,0.3143,0.12039,3.0554,7.6525,1.26E-04,0,0,0,0,-0.033458,0.0023858,5,19.635,-81.862,-179.25,NaN,12.741,972.49,339.02,0.005156,0.13278
13.69,347.44,-18.629,-7.5886,18.656,9.1817,0.80443,0.0096822,0.80449,0.68959,0.99781,5.1689,28.61,-80.6,9.7911,11.282,-5.50E-07,-13.266,2.73E-04,227.49,0,0.011396,3.23E-04,57.97,45.5,2.4939,0.055029,859373,0,0.32782,0.66306,0.80961,0.22836,0.31431,0.12039,3.0524,7.6325,1.27E-04,0,0,0,0,-0.019665,0.0023905,5,19.635,-81.783,-179.25,NaN,12.742,972.5,339.02,0.0051486,0.13306
13.695,347.34,-18.668,-7.5778,18.693,9.1741,0.8095,0.0097482,0.80956,0.68994,0.97119,5.1711,28.61,-80.6,9.7911,11.253,-5.38E-07,-9.2659,2.61E-04,227.49,0,0.011396,3.23E-04,57.975,45.5,2.495,0.055139,861111,0,0.32891,0.66297,0.80904,0.22826,0.31431,0.1204,3.0431,7.6019,-4.25E-04,0,0,0,0,-0.0095547,0.0023953,5,19.635,-81.725,-179.25,NaN,12.742,972.51,339.02,0.0051485,0.13334
13.7,347.25,-18.707,-7.5711,18.731,9.1639,0.81443,0.0098124,0.81449,0.69027,0.94458,5.1629,28.61,-80.6,9.7911,11.203,-5.36E-07,-5.268,2.35E-04,227.49,0,0.011396,3.23E-04,57.985,45.5,2.4969,0.05525,862849,0,0.32987,0.66289,0.80815,0.22817,0.31432,0.1204,3.0274,7.5623,-1.32E-04,0,0,0,0,-0.003076,0.0024,5,19.635,-81.688,-179.25,NaN,12.743,972.52,339.02,0.0051547,0.13362
13.705,347.15,-18.746,-7.5686,18.769,9.1513,0.81923,0.0098748,0.81929,0.6906,0.91801,5.1442,28.61,-80.6,9.7911,11.132,-5.34E-07,-1.2726,2.81E-04,227.49,0,0.011396,3.23E-04,57.998,45.5,2.4996,0.055361,864590,0,0.33071,0.66281,0.80693,0.22808,0.31433,0.1204,3.0054,7.5125,-7.48E-05,0,0,0,0,-1.79E-04,0.0024047,5,19.635,-81.671,-179.25,NaN,12.744,972.53,339.02,0.0051681,0.13388
13.711,347.05,-18.785,-7.57,18.806,9.1362,0.82391,0.0099357,0.82397,0.69091,0.8915,5.1151,28.61,-80.6,9.7911,11.042,-5.26E-07,2.7198,3.82E-04,227.49,0,0.011396,3.23E-04,58.016,45.5,2.5031,0.055473,866338,0,0.33141,0.66272,0.8054,0.22799,0.31434,0.1204,2.9772,7.451,-4.71E-04,0,0,0,0,8.13E-04,0.0024095,5,19.635,-81.675,-179.25,NaN,12.744,972.55,339.02,0.0051897,0.13414
13.716,346.96,-18.825,-7.5756,18.844,9.1186,0.82847,0.009995,0.82853,0.69121,0.86505,5.0754,28.61,-80.6,9.7911,10.932,-5.23E-07,6.708,5.14E-04,227.49,0,0.011396,3.23E-04,58.037,45.5,2.5073,0.055585,868096,0,0.33198,0.66264,0.80352,0.22789,0.31434,0.1204,2.9427,7.3738,-1.96E-04,0,0,0,0,0.0049276,0.0024143,5,19.635,-81.699,-179.26,NaN,12.745,972.56,339.02,0.0052229,0.13453
13.721,346.86,-18.864,-7.5853,18.883,9.0987,0.83291,0.010053,0.83297,0.6915,0.83867,5.025,28.61,-80.6,9.7911,10.801,-5.14E-07,10.691,5.31E-04,227.49,0,0.011396,3.23E-04,58.062,45.5,2.5124,0.055698,869870,0,0.33242,0.66255,0.8013,0.2278,0.31435,0.1204,2.902,7.2785,2.04E-04,0,0,0,0,0.012466,0.0024191,5,19.635,-81.745,-179.26,NaN,12.745,972.57,339.02,0.0052697,0.13481
13.726,346.76,-18.904,-7.599,18.922,9.0765,0.83726,0.01011,0.83732,0.69178,0.81234,4.9637,28.61,-80.6,9.7911,10.649,-5.22E-07,14.669,5.52E-04,227.49,0,0.011396,3.23E-04,58.092,45.5,2.5183,0.055812,871665,0,0.33271,0.66247,0.79872,0.2277,0.31436,0.1204,2.855,7.1666,-4.04E-04,0,0,0,0,0.023372,0.002424,5,19.635,-81.812,-179.26,NaN,12.746,972.58,339.02,0.00533,0.13511
13.732,346.66,-18.945,-7.6169,18.961,9.0521,0.84152,0.010165,0.84158,0.69206,0.78608,4.8912,28.61,-80.6,9.7911,10.476,-5.12E-07,18.641,5.71E-04,227.49,0,0.011396,3.23E-04,58.126,45.5,2.5251,0.055928,873487,0,0.33286,0.66238,0.79575,0.22761,0.31437,0.12041,2.8014,7.0359,2.94E-04,0,0,0,0,0.037588,0.002429,5,19.635,-81.9,-179.26,NaN,12.747,972.59,339.02,0.0054064,0.13549
13.737,346.56,-18.986,-7.6388,19.001,9.0255,0.8457,0.010219,0.84576,0.69232,0.75985,4.8071,28.61,-80.6,9.7911,10.28,-5.09E-07,22.609,5.38E-04,227.49,0,0.011396,3.23E-04,58.164,45.5,2.5328,0.056047,875343,0,0.33286,0.66229,0.79238,0.22751,0.31437,0.12041,2.7413,6.8883,1.28E-04,0,0,0,0,0.055056,0.0024341,5,19.635,-82.012,-179.26,NaN,12.747,972.6,339.02,0.0054989,0.13579
13.743,346.45,-19.028,-7.6648,19.042,8.9968,0.84981,0.010273,0.84987,0.69258,0.73368,4.7109,28.61,-80.6,9.7911,10.061,-5.03E-07,26.569,6.93E-04,227.49,0,0.011396,3.23E-04,58.208,45.5,2.5415,0.056168,877240,0,0.3327,0.6622,0.78859,0.22741,0.31438,0.12041,2.6743,6.721,-8.17E-05,0,0,0,0,0.075708,0.0024393,5,19.635,-82.147,-179.26,NaN,12.748,972.62,339.02,0.0056115,0.13606
13.748,346.34,-19.071,-7.6949,19.084,8.9661,0.85385,0.010325,0.85391,0.69283,0.70755,4.6021,28.61,-80.6,9.7911,9.8172,-5.01E-07,30.523,6.05E-04,227.49,0,0.011396,3.23E-04,58.256,45.5,2.5512,0.056292,879186,0,0.33237,0.66211,0.78433,0.22731,0.31439,0.12041,2.6003,6.5345,-7.50E-05,0,0,0,0,0.099478,0.0024446,5,19.635,-82.308,-179.26,NaN,12.749,972.63,339.02,0.0057462,0.13636
13.754,346.23,-19.115,-7.7292,19.128,8.9336,0.85784,0.010377,0.8579,0.69308,0.68145,4.4799,28.61,-80.6,9.7911,9.5474,-4.89E-07,34.469,6.29E-04,227.49,0,0.011396,3.23E-04,58.311,45.5,2.5622,0.056419,881190,0,0.33187,0.66202,0.77958,0.22721,0.3144,0.12041,2.5187,6.3268,1.44E-04,0,0,0,0,0.12629,0.0024501,5,19.635,-82.494,-179.26,NaN,12.749,972.64,339.03,0.0059079,0.13666
13.76,346.12,-19.161,-7.7676,19.172,8.8994,0.86179,0.010429,0.86185,0.69332,0.65538,4.3432,28.61,-80.6,9.7911,9.2493,-4.92E-07,38.407,6.63E-04,227.49,0,0.011396,3.23E-04,58.372,45.5,2.5743,0.056552,883264,0,0.33117,0.66192,0.77431,0.2271,0.31441,0.12042,2.4293,6.0975,-4.67E-04,0,0,0,0,0.15606,0.0024558,5,19.635,-82.71,-179.26,NaN,12.75,972.66,339.03,0.0061013,0.13695
13.766,346,-19.209,-7.8102,19.219,8.8636,0.86571,0.01048,0.86577,0.69356,0.62934,4.191,28.61,-80.6,9.7911,8.9205,-4.93E-07,42.334,7.56E-04,227.49,0,0.011396,3.23E-04,58.44,45.5,2.5879,0.056689,885420,0,0.33027,0.66182,0.76846,0.22699,0.31442,0.12042,2.3315,5.8446,-4.77E-04,0,0,0,0,0.18869,0.0024617,5,19.635,-82.956,-179.26,NaN,12.751,972.67,339.03,0.0063344,0.13722
13.772,345.88,-19.258,-7.8569,19.268,8.8264,0.86961,0.010531,0.86967,0.69379,0.60332,4.0217,28.61,-80.6,9.7911,8.5577,-4.91E-07,46.25,7.22E-04,227.49,0,0.011396,3.23E-04,58.516,45.5,2.6031,0.056833,887675,0,0.32916,0.66172,0.76199,0.22687,0.31443,0.12042,2.2245,5.5665,4.06E-04,0,0,0,0,0.22407,0.0024679,5,19.635,-83.237,-179.26,NaN,12.752,972.68,339.03,0.0066172,0.13749
13.779,345.75,-19.311,-7.9077,19.319,8.7879,0.87352,0.010581,0.87358,0.69403,0.57733,3.8334,28.61,-80.6,9.7911,8.1567,-5.10E-07,50.151,7.72E-04,227.49,0,0.011396,3.23E-04,58.601,45.5,2.6202,0.056984,890049,0,0.32782,0.66161,0.75484,0.22675,0.31444,0.12042,2.1074,5.26,4.55E-04,0,0,0,0,0.26206,0.0024744,5,19.635,-83.556,-179.26,NaN,12.753,972.7,339.03,0.0069656,0.13777
13.786,345.62,-19.366,-7.9627,19.374,8.7484,0.87745,0.010633,0.87751,0.69426,0.55135,3.6235,28.61,-80.6,9.7911,7.7121,-5.01E-07,54.034,6.49E-04,227.49,0,0.011396,3.23E-04,58.697,45.5,2.6394,0.057145,892569,0,0.32623,0.66149,0.74696,0.22662,0.31445,0.12042,1.9789,4.9209,-1.39E-04,0,0,0,0,0.3025,0.0024813,5,19.635,-83.919,-179.26,NaN,12.753,972.71,339.03,0.0074036,0.13804
13.793,345.48,-19.425,-8.0218,19.432,8.7081,0.88143,0.010685,0.88149,0.6945,0.52538,3.3885,28.61,-80.6,9.7911,7.2161,-5.05E-07,57.893,6.23E-04,227.49,0,0.011396,3.23E-04,58.806,45.5,2.6611,0.057317,895271,0,0.32439,0.66137,0.73827,0.22648,0.31446,0.12043,1.8375,4.5451,-1.42E-04,0,0,0,0,0.34517,0.0024887,5,19.635,-84.333,-179.26,NaN,12.754,972.73,339.03,0.0079675,0.13831
13.801,345.32,-19.489,-8.0848,19.496,8.6671,0.88551,0.010738,0.88558,0.69474,0.49943,3.1234,28.61,-80.6,9.7911,6.658,-5.08E-07,61.722,7.94E-04,227.49,0,0.011396,3.23E-04,58.931,45.5,2.6861,0.057504,898206,0,0.32228,0.66124,0.72869,0.22633,0.31447,0.12043,1.6807,4.1251,-4.02E-04,0,0,0,0,0.38978,0.0024968,5,19.635,-84.81,-179.26,NaN,12.755,972.75,339.03,0.0087216,0.13858
